Designator,Footprint,Mid X,Mid Y,Layer,Rotation,Comment,Group,Function
D162,SMA-DIODE,-180.81mm,-3.20mm,T,90,B340A,,
D164,LED-0603,-78.51mm,18.86mm,T,-90,GREEN,,
D166,LED-0603,-95.83mm,19.02mm,T,-90,GREEN,,
D168,LED-0603,-190.62mm,31.41mm,T,0,GREEN,,
D170,LED-0603,-190.62mm,5.50mm,T,0,GREEN,,
D171,LED-0603,-11.93mm,32.05mm,T,0,GREEN,,
D172,LED-0603,-8.12mm,32.05mm,T,0,RED,,
F1,PTC0805,-161.68mm,-8.08mm,T,90,,,
F2,PTC0805,-182.14mm,-7.86mm,T,90,,,
FB1,_0603MP,-51.30mm,33.63mm,T,180,BLM18PG471SN1,,
FB2,_0603MP,-145.60mm,7.28mm,T,90,BLM18PG471SN1,,
FB3,_0603MP,-155.60mm,-9.86mm,T,90,BLM18PG471SN1,,
IC2,SO08,-202.62mm,90.81mm,T,90,OPA237U,1,
IC5,SO08,-188.62mm,90.81mm,T,90,OPA237U,2,
IC8,SO08,-18.87mm,-4.11mm,T,-90,INA118U,,
IC12,SO08,-174.62mm,90.81mm,T,90,OPA237U,3,
IC18,SO08,-160.62mm,90.81mm,T,90,OPA237U,4,
IC24,SO08,-146.62mm,90.81mm,T,90,OPA237U,5,
IC30,SO08,-132.62mm,90.81mm,T,90,OPA237U,6,
IC36,SO08,-118.62mm,90.81mm,T,90,OPA237U,7,
IC44,SO08,-104.62mm,90.81mm,T,90,OPA237U,8,
IC50,SOT23-5,-121.31mm,41.57mm,T,90,OPA137,,
IC53,SO08,-90.62mm,90.81mm,T,90,OPA237U,9,
IC59,SO08,-76.62mm,90.81mm,T,90,OPA237U,10,
IC65,SO08,-62.62mm,90.81mm,T,90,OPA237U,11,
IC71,SO08,-48.62mm,90.81mm,T,90,OPA237U,12,
IC77,SO08,-34.62mm,90.81mm,T,90,OPA237U,13,
IC83,SO08,-20.62mm,90.81mm,T,90,OPA237U,14,
IC89,SO08,-6.62mm,90.81mm,T,90,OPA237U,15,
IC95,SO08,7.38mm,90.81mm,T,90,OPA237U,16,
JP1,PAD-JUMPER-2-NC_BY_PASTE_YES_SILK_FULL_BOX,-19.94mm,-16.21mm,T,0,JUMPER-PAD-2-NC_BY_PASTEFULL-BOX-SILK,,
JP2,PAD-JUMPER-2-NC_BY_PASTE_YES_SILK,-192.39mm,59.86mm,T,180,JUMPER-PAD-2-NC_BY_PASTE,,
JP8,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-197.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP11,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-183.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP17,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-169.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP23,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-155.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP29,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-141.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP35,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-127.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP41,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-113.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP47,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-99.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP53,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-85.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP59,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-71.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP65,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-57.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP71,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-43.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP77,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-29.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP83,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-15.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP89,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,-1.22mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
JP95,PAD-JUMPER-3-NC_BY_PASTE_YES_SILK_FULL_BOX,12.78mm,97.16mm,T,-90,JUMPER-PAD-3-NC_BY_PASTE,,
K17,SOP04,-164.01mm,5.06mm,T,180,AQY41SOP,,
K18,SOP08,-118.07mm,-7.70mm,T,180,AQW21SOP,,
L2,2014,-165.22mm,-8.36mm,T,0,COMMONMODEFILTER2014,,
L3,2014,-178.59mm,-8.19mm,T,0,COMMONMODEFILTER2014,,
L4,CR54,-169.89mm,-3.01mm,T,-90,47uH,,
L5,CR54,-176.17mm,-3.01mm,T,90,47uH,,
LED1,CHIPLED_0603,-206.43mm,100.34mm,T,90,GREEN,1,
LED2,CHIPLED_0603,-192.43mm,100.34mm,T,90,GREEN,2,
LED4,CHIPLED_0603,-178.43mm,100.34mm,T,90,GREEN,3,
LED6,CHIPLED_0603,-164.43mm,100.34mm,T,90,GREEN,4,
LED8,CHIPLED_0603,-150.43mm,100.34mm,T,90,GREEN,5,
LED10,CHIPLED_0603,-136.43mm,100.34mm,T,90,GREEN,6,
LED12,CHIPLED_0603,-122.43mm,100.34mm,T,90,GREEN,7,
LED15,CHIPLED_0603,-108.43mm,100.34mm,T,90,GREEN,8,
LED17,CHIPLED_0603,-94.43mm,100.34mm,T,90,GREEN,9,
LED19,CHIPLED_0603,-80.43mm,100.34mm,T,90,GREEN,10,
LED21,CHIPLED_0603,-66.43mm,100.34mm,T,90,GREEN,11,
LED23,CHIPLED_0603,-52.43mm,100.34mm,T,90,GREEN,12,
LED25,CHIPLED_0603,-38.43mm,100.34mm,T,90,GREEN,13,
LED27,CHIPLED_0603,-24.43mm,100.34mm,T,90,GREEN,14,
LED29,CHIPLED_0603,-10.43mm,100.34mm,T,90,GREEN,15,
LED31,CHIPLED_0603,3.57mm,100.34mm,T,90,GREEN,16,
Q1,SOT23-3,-206.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,1,
Q2,SOT23-3,-192.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,2,
Q4,SOT23-3,-178.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,3,
Q6,SOT23-3,-164.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,4,
Q8,SOT23-3,-150.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,5,
Q10,SOT23-3,-136.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,6,
Q12,SOT23-3,-122.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,7,
Q15,SOT23-3,-108.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,8,
Q17,SOT23-3,-57.02mm,39.35mm,T,180,MOSFET-NCHANNELAO3404A,,
Q18,SOT23-3,-127.50mm,-3.67mm,T,0,MOSFET-NCHANNELAO3404A,,
Q19,FC-12M,-48.92mm,37.29mm,T,0,FC-12M,,
Q20,SOT23-3,-170.36mm,58.08mm,T,90,MOSFET-NCHANNELAO3404A,,
Q21,SOT23-3,-166.39mm,58.08mm,T,90,MOSFET-NCHANNELAO3404A,,
Q22,SOT23-3,-94.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,9,
Q23,SOT23-3,-137.82mm,13.00mm,T,0,MOSFET-NCHANNELAO3404A,,
Q24,SOT23-3,-172.43mm,17.92mm,T,0,MMBT5088,,
Q25,SOT23-3,-172.59mm,23.63mm,T,0,MMBT5088,,
Q26,FC-12M,-143.06mm,6.65mm,T,0,FC-12M,,
Q27,SOT23-3,-196.71mm,-6.77mm,T,180,P-CHANNEL-MOSFET,,
Q28,SOT23-3,-199.34mm,-8.92mm,T,90,MOSFET-NCHANNELAO3404A,,
Q29,SOT23-3,-203.15mm,-7.96mm,T,90,MOSFET-NCHANNELAO3404A,,
Q30,DPAK,-176.08mm,4.90mm,T,90,MOSFET-NCHANNELFDD8780,,
Q36,SOT23-3,-80.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,10,
Q38,SOT23-3,-66.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,11,
Q40,SOT23-3,-52.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,12,
Q42,SOT23-3,-38.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,13,
Q44,SOT23-3,-24.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,14,
Q46,SOT23-3,-10.43mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,15,
Q48,SOT23-3,3.57mm,96.53mm,T,0,MOSFET-NCHANNELAO3404A,16,
R5,0402-RES,-172.11mm,12.68mm,T,90,100k,,
R6,0402-RES,-171.00mm,20.62mm,T,90,100k,,
R7,0402-RES,17.64mm,57.32mm,T,-90,2k2,,
R8,0402-RES,6.84mm,57.32mm,T,90,2k2,,
R29,0402-RES,-202.78mm,99.07mm,T,180,10k,1,
R30,2512,-196.74mm,126.69mm,T,90,0.001,1,
R33,0402-RES,-200.08mm,83.19mm,T,90,250,1,
R34,0402-RES,-206.43mm,94.46mm,T,180,100k,1,
R35,0402-RES,-206.43mm,99.07mm,T,180,10k,1,
R36,0402-RES,-201.19mm,99.54mm,T,90,250,1,
R37,0603-RES,-18.87mm,-0.30mm,T,180,,1,
R40,0402-RES,-199.60mm,97.08mm,T,90,10k,1,
R44,0402-RES,-201.03mm,87.00mm,T,-90,10k,1,
R46,0402-RES,-197.06mm,93.83mm,T,-90,10k,1,
R47,0402-RES,-198.81mm,83.19mm,T,-90,100k,1,
R48,0402-RES,-198.17mm,114.62mm,T,-90,250,1,
R49,0402-RES,-196.27mm,114.62mm,T,-90,250,1,
R50,0402-RES,-188.78mm,99.07mm,T,180,10k,2,
R51,2512,-182.74mm,126.69mm,T,90,0.001,2,
R54,0402-RES,-186.08mm,83.19mm,T,90,250,2,
R55,0402-RES,-192.43mm,94.46mm,T,180,100k,2,
R56,0402-RES,-192.43mm,99.07mm,T,180,10k,2,
R57,0402-RES,-187.19mm,99.54mm,T,90,250,2,
R60,0402-RES,-185.60mm,97.08mm,T,90,10k,2,
R64,0402-RES,-187.03mm,87.00mm,T,-90,10k,2,
R65,0603-RES,-24.43mm,-1.57mm,T,0,1M,,
R66,R2512,-28.08mm,-3.80mm,T,90,,,
R67,0603-RES,-10.15mm,-0.74mm,T,180,1M,,
R69,0402-RES,-183.06mm,93.83mm,T,-90,10k,2,
R70,0402-RES,-184.81mm,83.19mm,T,-90,100k,2,
R71,0402-RES,-184.17mm,114.62mm,T,-90,250,2,
R72,0402-RES,-182.27mm,114.62mm,T,-90,250,2,
R95,0402-RES,-174.78mm,99.07mm,T,180,10k,3,
R96,2512,-168.74mm,126.69mm,T,90,0.001,3,
R99,0402-RES,-172.08mm,83.19mm,T,90,250,3,
R100,0402-RES,-178.43mm,94.46mm,T,180,100k,3,
R101,0402-RES,-178.43mm,99.07mm,T,180,10k,3,
R102,0402-RES,-173.19mm,99.54mm,T,90,250,3,
R105,0402-RES,-171.60mm,97.08mm,T,90,10k,3,
R109,0402-RES,-173.03mm,87.00mm,T,-90,10k,3,
R111,0402-RES,-169.06mm,93.83mm,T,-90,10k,3,
R112,0402-RES,-170.81mm,83.19mm,T,-90,100k,3,
R113,0402-RES,-170.17mm,114.62mm,T,-90,250,3,
R114,0402-RES,-168.27mm,114.62mm,T,-90,250,3,
R135,0402-RES,-160.78mm,99.07mm,T,180,10k,4,
R136,2512,-154.74mm,126.69mm,T,90,0.001,4,
R139,0402-RES,-158.08mm,83.19mm,T,90,250,4,
R140,0402-RES,-164.43mm,94.46mm,T,180,100k,4,
R141,0402-RES,-164.43mm,99.07mm,T,180,10k,4,
R142,0402-RES,-159.19mm,99.54mm,T,90,250,4,
R145,0402-RES,-157.60mm,97.08mm,T,90,10k,4,
R149,0402-RES,-159.03mm,87.00mm,T,-90,10k,4,
R151,0402-RES,-155.06mm,93.83mm,T,-90,10k,4,
R152,0402-RES,-156.81mm,83.19mm,T,-90,100k,4,
R153,0402-RES,-156.17mm,114.62mm,T,-90,250,4,
R154,0402-RES,-154.27mm,114.62mm,T,-90,250,4,
R175,0402-RES,-146.78mm,99.07mm,T,180,10k,5,
R176,2512,-140.74mm,126.69mm,T,90,0.001,5,
R179,0402-RES,-144.08mm,83.19mm,T,90,250,5,
R180,0402-RES,-150.43mm,94.46mm,T,180,100k,5,
R181,0402-RES,-150.43mm,99.07mm,T,180,10k,5,
R182,0402-RES,-145.19mm,99.54mm,T,90,250,5,
R185,0402-RES,-143.60mm,97.08mm,T,90,10k,5,
R189,0402-RES,-145.03mm,87.00mm,T,-90,10k,5,
R191,0402-RES,-141.06mm,93.83mm,T,-90,10k,5,
R192,0402-RES,-142.81mm,83.19mm,T,-90,100k,5,
R193,0402-RES,-142.17mm,114.62mm,T,-90,250,5,
R194,0402-RES,-140.27mm,114.62mm,T,-90,250,5,
R215,0402-RES,-132.78mm,99.07mm,T,180,10k,6,
R216,2512,-126.74mm,126.69mm,T,90,0.001,6,
R219,0402-RES,-130.08mm,83.19mm,T,90,250,6,
